eid,title,authors,year,journal,doi,citations,abstract,link
2-s2.0-85102900422,Comparative neurological safety of fluoroquinolones versus therapeutic alternatives,Ellis D.E.,2021,Pharmacoepidemiology and Drug Safety,10.1002/pds.5219,10,,https://api.elsevier.com/content/abstract/scopus_id/85102900422
2-s2.0-85089577225,Optimal Medical Therapy Prescription in Patients with Acute Coronary Syndrome in the Netherlands: A Multicenter Pilot Registry,Hoedemaker N.P.G.,2021,American Journal of Cardiovascular Drugs,10.1007/s40256-020-00427-9,10,,https://api.elsevier.com/content/abstract/scopus_id/85089577225
2-s2.0-85034817395,The Power and Pitfalls of Big Data Research in Obstetrics and Gynecology: A Consumer's Guide,Goodin A.,2017,Obstetrical and Gynecological Survey,10.1097/OGX.0000000000000504,10,,https://api.elsevier.com/content/abstract/scopus_id/85034817395
2-s2.0-85110175111,Trends and Risk Markers for Severe Maternal Morbidity and Other Obstetric Complications,Oot A.,2021,Journal of Women S Health,10.1089/jwh.2020.8821,10,,https://api.elsevier.com/content/abstract/scopus_id/85110175111
2-s2.0-85047765452,Development of a web-based toolkit to support improvement of care coordination in primary care,Ganz D.A.,2018,Translational Behavioral Medicine,10.1093/tbm/ibx072,10,,https://api.elsevier.com/content/abstract/scopus_id/85047765452
2-s2.0-85104031614,Telepsychiatry adoption across hospitals in the United States: a cross-sectional study,Li Z.,2021,BMC Psychiatry,10.1186/s12888-021-03180-8,10,,https://api.elsevier.com/content/abstract/scopus_id/85104031614
2-s2.0-84907754764,Potential drug-drug interactions among elderly using antihypertensives from the Brazilian list of Essential Medicines,Mibielli P.,2014,Cadernos De Saude Publica,10.1590/0102-311X00126213,10,,https://api.elsevier.com/content/abstract/scopus_id/84907754764
2-s2.0-85188525431,Cardiovascular hospitalizations and mortality among adults aged 25-64 years in the USA,Henry C.M.,2024,European Heart Journal,10.1093/eurheartj/ehad772,10,,https://api.elsevier.com/content/abstract/scopus_id/85188525431
2-s2.0-85092273408,Predictors and outcomes of acute respiratory failure in hospitalised patients with acute pancreatitis,Gajendran M.,2021,Frontline Gastroenterology,10.1136/flgastro-2020-101496,10,,https://api.elsevier.com/content/abstract/scopus_id/85092273408
2-s2.0-85083295801,"Clinical efficacy, safety and tolerability of Aliskiren Monotherapy (AM): An umbrella review of systematic reviews",Zhao Q.,2020,BMC Cardiovascular Disorders,10.1186/s12872-020-01442-z,10,,https://api.elsevier.com/content/abstract/scopus_id/85083295801
2-s2.0-85103588518,Medicine self-administration errors in the older adult population: A systematic review,Aldila F.,2021,Research in Social and Administrative Pharmacy,10.1016/j.sapharm.2021.03.008,10,,https://api.elsevier.com/content/abstract/scopus_id/85103588518
2-s2.0-85116998260,Bsa hydrogel beads functionalized with a specific aptamer library for capturing pseudomonas aeruginosa in serum and blood,Krämer M.,2021,International Journal of Molecular Sciences,10.3390/ijms222011118,10,,https://api.elsevier.com/content/abstract/scopus_id/85116998260
2-s2.0-85150022418,Mental Health First Aid crisis role-plays between pharmacists and simulated patients with lived experience: a thematic analysis of debrief,Ng R.,2023,Social Psychiatry and Psychiatric Epidemiology,10.1007/s00127-023-02443-x,10,,https://api.elsevier.com/content/abstract/scopus_id/85150022418
2-s2.0-85130642366,Influence of Hospital Characteristics on Hospital Transfer Destinations for Patients with Stroke,Zachrison K.S.,2022,Circulation Cardiovascular Quality and Outcomes,10.1161/CIRCOUTCOMES.121.008269,10,,https://api.elsevier.com/content/abstract/scopus_id/85130642366
2-s2.0-29644445332,Dental needs assessment and access to care for adolescents,Waldman H.,2006,Dental Clinics of North America,10.1016/j.cden.2005.09.002,10,,https://api.elsevier.com/content/abstract/scopus_id/29644445332
2-s2.0-85083659725,Aortic Valve Replacement for Severe Aortic Stenosis Before and During the Era of Transcatheter Aortic Valve Implantation,Akintoye E.,2020,American Journal of Cardiology,10.1016/j.amjcard.2020.03.038,10,,https://api.elsevier.com/content/abstract/scopus_id/85083659725
2-s2.0-33846817394,Soapbox - Child mental health services: Cultural diversity training and its impact on practice,Dogra N.,2007,Clinical Child Psychology and Psychiatry,10.1177/1359104507071093,9,,https://api.elsevier.com/content/abstract/scopus_id/33846817394
2-s2.0-85164370415,Explainable SHAP-XGBoost models for in-hospital mortality after myocardial infarction,Tarabanis C.,2023,Cardiovascular Digital Health Journal,10.1016/j.cvdhj.2023.06.001,9,,https://api.elsevier.com/content/abstract/scopus_id/85164370415
2-s2.0-85160790962,Reducing catheter-associated urinary tract infections in the cardiac intensive care unit with a coordinated strategy and nursing staff empowerment,Gupta P.,2023,BMJ Open Quality,10.1136/bmjoq-2022-002214,9,,https://api.elsevier.com/content/abstract/scopus_id/85160790962
2-s2.0-85108909018,Caffeine consumption improves motor and cognitive performances during dual tasking in middle-aged women,Laatar R.,2021,Behavioural Brain Research,10.1016/j.bbr.2021.113437,9,,https://api.elsevier.com/content/abstract/scopus_id/85108909018
2-s2.0-85025103521,Nurses’ reports of staffing adequacy and surgical site infections: A cross-sectional multi-centre study,Tvedt C.,2017,International Journal of Nursing Studies,10.1016/j.ijnurstu.2017.07.008,9,,https://api.elsevier.com/content/abstract/scopus_id/85025103521
2-s2.0-85194473497,Early vs. delayed mechanical circulatory support in patients with acute myocardial infarction and cardiogenic shock,Buda K.G.,2024,European Heart Journal Acute Cardiovascular Care,10.1093/ehjacc/zuae034,9,,https://api.elsevier.com/content/abstract/scopus_id/85194473497
2-s2.0-85148082686,Erythropoiesis-stimulating agents for anaemia in adults with chronic kidney disease: a network meta-analysis,Chung E.Y.M.,2023,Cochrane Database of Systematic Reviews,10.1002/14651858.CD010590.pub3,9,,https://api.elsevier.com/content/abstract/scopus_id/85148082686
2-s2.0-84969750861,Integrated employee occupational health and organizational-level registered nurse outcomes,Mohr D.C.,2016,Journal of Occupational and Environmental Medicine,10.1097/JOM.0000000000000696,9,,https://api.elsevier.com/content/abstract/scopus_id/84969750861
2-s2.0-85109319399,Patient safety time for federally mandated registered nurse to patient ratios,Anders R.L.,2021,Nursing Forum,10.1111/nuf.12625,9,,https://api.elsevier.com/content/abstract/scopus_id/85109319399
2-s2.0-85111789399,Can the Risk of Severe Depression-Related Outcomes Be Reduced by Tailoring the Antidepressant Therapy to Patient Characteristics?,Coulombe J.,2021,American Journal of Epidemiology,10.1093/aje/kwaa260,9,,https://api.elsevier.com/content/abstract/scopus_id/85111789399
2-s2.0-85112581574,The importance of primary care research in understanding health inequities in the United States,Heintzman J.,2021,Journal of the American Board of Family Medicine,10.3122/JABFM.2021.04.210060,9,,https://api.elsevier.com/content/abstract/scopus_id/85112581574
2-s2.0-85114642885,The relationship between health IT characteristics and organizational variables among German healthcare workers,Gaube S.,2021,Scientific Reports,10.1038/s41598-021-96851-1,9,,https://api.elsevier.com/content/abstract/scopus_id/85114642885
2-s2.0-85115997373,Mobile crisis outreach and emergency department utilization: A propensity score-matched analysis,Vakkalanka J.P.,2021,Western Journal of Emergency Medicine,10.5811/WESTJEM.2021.6.52276,9,,https://api.elsevier.com/content/abstract/scopus_id/85115997373
2-s2.0-85126102316,Staged Bilateral Total Knee Arthroplasty: When Should the Second Knee be Replaced?,Ali Ghasemi S.,2021,Archives of Bone and Joint Surgery,10.22038/abjs.2021.49007.2432,9,,https://api.elsevier.com/content/abstract/scopus_id/85126102316
2-s2.0-85120785784,Realizing the power of text mining and natural language processing for analyzing patient safety event narratives: The challenges and path forward,Fong A.,2021,Journal of Patient Safety,10.1097/PTS.0000000000000837,9,,https://api.elsevier.com/content/abstract/scopus_id/85120785784
2-s2.0-85105976024,Role of infectious diseases pharmacists in outpatient intravenous and complex oral antimicrobial therapy: Society of Infectious Diseases Pharmacists insights,Rivera C.G.,2021,Jaccp Journal of the American College of Clinical Pharmacy,10.1002/jac5.1473,9,,https://api.elsevier.com/content/abstract/scopus_id/85105976024
2-s2.0-85051091747,An introduction to global health delivery,Mukherjee J.S.,2017,An Introduction to Global Health Delivery,10.1093/oso/9780190662455.001.0001,9,,https://api.elsevier.com/content/abstract/scopus_id/85051091747
2-s2.0-85117437878,Hospitalization Burden and Incidence of Krabbe Disease,Ghabash G.,2022,Journal of Child Neurology,10.1177/08830738211027717,9,,https://api.elsevier.com/content/abstract/scopus_id/85117437878
2-s2.0-85123531167,Aspects of Prevention of Urinary Tract Infections Associated with Urinary Bladder Catheterisation and Their Implementation in Nursing Practice,Krocová J.,2022,Healthcare Switzerland,10.3390/healthcare10010152,9,,https://api.elsevier.com/content/abstract/scopus_id/85123531167
2-s2.0-85126490379,Residual Confounding in Health Plan Performance Assessments: Evidence From Randomization in Medicaid,Wallace J.,2022,Annals of Internal Medicine,10.7326/M21-0881,9,,https://api.elsevier.com/content/abstract/scopus_id/85126490379
2-s2.0-85061350900,Inappropriateness of health care in Canada: A systematic review protocol,Squires J.E.,2019,Systematic Reviews,10.1186/s13643-019-0948-1,9,,https://api.elsevier.com/content/abstract/scopus_id/85061350900
2-s2.0-85038626943,Intersectionality and Black Women’s Health: Making Room for Rurality,Mwangi E.W.,2019,Journal of Progressive Human Services,10.1080/10428232.2017.1399037,9,,https://api.elsevier.com/content/abstract/scopus_id/85038626943
2-s2.0-85123730307,"Medication errors, critical incidents, adverse drug events, and more: a review examining patient safety-related terminology in anaesthesia",Biro J.,2022,British Journal of Anaesthesia,10.1016/j.bja.2021.11.038,9,,https://api.elsevier.com/content/abstract/scopus_id/85123730307
2-s2.0-85105000788,Harnessing stakeholder perspectives and experience to address nutrition risk in community-dwelling older adults,Chan C.B.,2021,Healthcare Switzerland,10.3390/healthcare9040477,9,,https://api.elsevier.com/content/abstract/scopus_id/85105000788
2-s2.0-85089199460,The effects of garlic supplementation on weight loss: A systematic review and meta-analysis of randomized controlled trials,Mofrad M.D.,2021,International Journal for Vitamin and Nutrition Research,10.1024/0300-9831/a000607,9,,https://api.elsevier.com/content/abstract/scopus_id/85089199460
2-s2.0-85100180815,An annotated association mining approach for extracting and visualizing interesting clinical events,Shrestha A.,2021,International Journal of Medical Informatics,10.1016/j.ijmedinf.2020.104366,9,,https://api.elsevier.com/content/abstract/scopus_id/85100180815
2-s2.0-85129421128,Coding Variation and Adherence to Methodological Standards in Cardiac Research Using the National Inpatient Sample,Ostrominski J.W.,2021,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2021.713695,9,,https://api.elsevier.com/content/abstract/scopus_id/85129421128
2-s2.0-85120310919,"The association of demographic, socioeconomic, and geographic factors with potentially preventable emergency department utilization",Carlson L.C.,2021,Western Journal of Emergency Medicine,10.5811/WESTJEM.2021.5.50233,9,,https://api.elsevier.com/content/abstract/scopus_id/85120310919
2-s2.0-85128367991,Preventive care use among Hispanic adults with limited comfort speaking English: An analysis of the Medical Expenditure Panel Survey data,Hall I.J.,2022,Preventive Medicine,10.1016/j.ypmed.2022.107042,9,,https://api.elsevier.com/content/abstract/scopus_id/85128367991
2-s2.0-84899699259,Going digital: Adoption of electronic health records in assisted living facilities,Holup A.,2014,Journal of Applied Gerontology,10.1177/0733464812454009,9,,https://api.elsevier.com/content/abstract/scopus_id/84899699259
2-s2.0-85129997412,Changes in Health-related Quality of Life for Hepatitis C Virus-Infected People Who Inject Drugs While on Opioid Agonist Treatment Following Sustained Virologic Response,Gormley M.A.,2022,Clinical Infectious Diseases,10.1093/cid/ciab669,9,,https://api.elsevier.com/content/abstract/scopus_id/85129997412
2-s2.0-85124618310,Arthroplasties for hip fracture in adults,Lewis S.R.,2022,Cochrane Database of Systematic Reviews,10.1002/14651858.CD013410.pub2,9,,https://api.elsevier.com/content/abstract/scopus_id/85124618310
2-s2.0-85164278309,Integrated personal health record (PHR) security: requirements and mechanisms,Hosseini A.,2023,BMC Medical Informatics and Decision Making,10.1186/s12911-023-02225-0,9,,https://api.elsevier.com/content/abstract/scopus_id/85164278309
2-s2.0-85135222172,"""sense of Presence"" in Immersive Virtual Reality Environment: An Evolutionary Concept Analysis",Cypress B.S.,2022,Dimensions of Critical Care Nursing,10.1097/DCC.0000000000000538,9,,https://api.elsevier.com/content/abstract/scopus_id/85135222172
2-s2.0-74049110567,Applying HIV testing guidelines in clinical practice,Mahoney M.R.,2009,American Family Physician,,9,,https://api.elsevier.com/content/abstract/scopus_id/74049110567
2-s2.0-85124085650,"COVID “death pits”: US nursing homes, racial capitalism, and the urgency of antiracist eldercare",Krupar S.,2022,Environment and Planning C Politics and Space,10.1177/23996544211057677,9,,https://api.elsevier.com/content/abstract/scopus_id/85124085650
