eid,doi,title,authors,year,journal,citations,scopus_link,search_desc,query,relevance_score,confirmed_compendium,search_idx,search_eid,search_doi,search_title,search_authors,search_year,match_status,match_confidence,match_type,reference_idx,reference_title,reference_doi,match_details
2-s2.0-85207326468,10.1371/journal.pone.0311603,Comparison of efficacy and safety of different anticoagulation regimens in plasma exchange: A systematic review and meta-analysis,Ren S.,2024,Plos One,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,307,2-s2.0-85207326468,10.1371/journal.pone.0311603,Comparison of efficacy and safety of different anticoagulation regimens in plasma exchange: A systematic review and meta-analysis,Ren S.,2024,no_match,0.0,,,,,
2-s2.0-85208168303,10.3760/cma.j.cn121094-20231024-00093,A meta-analysis of the prevalence of work-related musculoskeletal disorders among rehabilitation therapists,Pan J.,2024,Chinese Journal of Industrial Hygiene and Occupational Diseases,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,308,2-s2.0-85208168303,10.3760/cma.j.cn121094-20231024-00093,A meta-analysis of the prevalence of work-related musculoskeletal disorders among rehabilitation therapists,Pan J.,2024,no_match,0.0,,,,,
2-s2.0-85197692482,10.3171/2024.1.JNS232702,The intersection of race and social determinants of health on clinical outcome of glioblastoma patients,Asfaw Z.K.,2024,Journal of Neurosurgery,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,309,2-s2.0-85197692482,10.3171/2024.1.JNS232702,The intersection of race and social determinants of health on clinical outcome of glioblastoma patients,Asfaw Z.K.,2024,no_match,0.0,,,,,
2-s2.0-85206872933,10.3310/WGCW5278,Effects of computerised clinical decision support systems (CDSS) on nursing and allied health professional performance and patient outcomes: a systematic review of experimental and observational studies,,2024,Health and Social Care Delivery Research,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,310,2-s2.0-85206872933,10.3310/WGCW5278,Effects of computerised clinical decision support systems (CDSS) on nursing and allied health professional performance and patient outcomes: a systematic review of experimental and observational studies,,2024,no_match,0.0,,,,,
2-s2.0-85208082081,10.1371/journal.pone.0311572,Spinal cord injury and risk of overall and type specific cardiovascular diseases: A meta-analysis,Luo S.Z.,2024,Plos One,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,311,2-s2.0-85208082081,10.1371/journal.pone.0311572,Spinal cord injury and risk of overall and type specific cardiovascular diseases: A meta-analysis,Luo S.Z.,2024,no_match,0.0,,,,,
2-s2.0-85208068052,10.1371/journal.pone.0309837,Prevalence and risk factors of frailty in older adults with diabetes: A systematic review and meta-analysis,Liu Y.,2024,Plos One,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,312,2-s2.0-85208068052,10.1371/journal.pone.0309837,Prevalence and risk factors of frailty in older adults with diabetes: A systematic review and meta-analysis,Liu Y.,2024,no_match,0.0,,,,,
2-s2.0-85202795984,10.1097/ANC.0000000000001180,Let's Talk Safety - Data from the Neonatal Intensive Care Unit Safety and Bed Capacity Huddles,O'malley T.,2024,Advances in Neonatal Care,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,313,2-s2.0-85202795984,10.1097/ANC.0000000000001180,Let's Talk Safety - Data from the Neonatal Intensive Care Unit Safety and Bed Capacity Huddles,O'malley T.,2024,no_match,0.0,,,,,
2-s2.0-85206496220,10.1542/hpeds.2024-007817,Are Children's Hospitals Doing Enough to Address the Climate Crisis?,Dalby A.A.,2024,Hospital Pediatrics,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,314,2-s2.0-85206496220,10.1542/hpeds.2024-007817,Are Children's Hospitals Doing Enough to Address the Climate Crisis?,Dalby A.A.,2024,no_match,0.0,,,,,
2-s2.0-85199812171,10.1097/PTS.0000000000001253,Translation and Comprehensive Validation of the Hebrew Survey on Patient Safety Culture (HSOPS 2.0),Ein-Gal Y.,2024,Journal of Patient Safety,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,315,2-s2.0-85199812171,10.1097/PTS.0000000000001253,Translation and Comprehensive Validation of the Hebrew Survey on Patient Safety Culture (HSOPS 2.0),Ein-Gal Y.,2024,no_match,0.0,,,,,
2-s2.0-85206958742,10.1001/jamanetworkopen.2024.39851,Person-Centered Care Planning for People Living with or at Risk for Multiple Chronic Conditions,Watson B.N.,2024,JAMA Network Open,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,316,2-s2.0-85206958742,10.1001/jamanetworkopen.2024.39851,Person-Centered Care Planning for People Living with or at Risk for Multiple Chronic Conditions,Watson B.N.,2024,no_match,0.0,,,,,
2-s2.0-85208167492,10.3760/cma.j.cn121094-20230817-00036,A meta-analysis of the relationship between overtime work and neck musculoskeletal disorders in Chinese occupational population,Sun R.,2024,Chinese Journal of Industrial Hygiene and Occupational Diseases,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,317,2-s2.0-85208167492,10.3760/cma.j.cn121094-20230817-00036,A meta-analysis of the relationship between overtime work and neck musculoskeletal disorders in Chinese occupational population,Sun R.,2024,no_match,0.0,,,,,
2-s2.0-85207237557,10.1002/micr.31250,Clinical and Cost-Effectiveness of Intraoperative Flap Perfusion Assessment With Indocyanine Green Fluorescence Angiography in Breast and Head and Neck Reconstructions: A Systematic Review and Meta-Analysis,Singaravelu A.,2024,Microsurgery,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,318,2-s2.0-85207237557,10.1002/micr.31250,Clinical and Cost-Effectiveness of Intraoperative Flap Perfusion Assessment With Indocyanine Green Fluorescence Angiography in Breast and Head and Neck Reconstructions: A Systematic Review and Meta-Analysis,Singaravelu A.,2024,no_match,0.0,,,,,
2-s2.0-85194848119,10.1177/08903344241252645,SARS-CoV-2 Antibodies in Human Milk After mRNA and Adenovector-Based Vaccination: A Systematic Review and Meta-Analysis,Li X.,2024,Journal of Human Lactation,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,319,2-s2.0-85194848119,10.1177/08903344241252645,SARS-CoV-2 Antibodies in Human Milk After mRNA and Adenovector-Based Vaccination: A Systematic Review and Meta-Analysis,Li X.,2024,no_match,0.0,,,,,
2-s2.0-85206525694,10.1016/j.gerinurse.2024.10.014,Factors influencing dementia patients' participation in advance care planning: A meta-analysis,Zhai S.,2024,Geriatric Nursing,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,320,2-s2.0-85206525694,10.1016/j.gerinurse.2024.10.014,Factors influencing dementia patients' participation in advance care planning: A meta-analysis,Zhai S.,2024,no_match,0.0,,,,,
2-s2.0-85203415040,10.1016/j.hrtlng.2024.08.019,The association between food environments and cardiovascular disease outcomes: A systematic review,Liu Y.J.,2024,Heart and Lung,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,321,2-s2.0-85203415040,10.1016/j.hrtlng.2024.08.019,The association between food environments and cardiovascular disease outcomes: A systematic review,Liu Y.J.,2024,no_match,0.0,,,,,
2-s2.0-85208471996,10.1016/j.ijnss.2024.10.003,Nurses’ job embeddedness and turnover intention: A systematic review and meta-analysis,Wang X.,2024,International Journal of Nursing Sciences,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,322,2-s2.0-85208471996,10.1016/j.ijnss.2024.10.003,Nurses’ job embeddedness and turnover intention: A systematic review and meta-analysis,Wang X.,2024,no_match,0.0,,,,,
2-s2.0-85206926646,10.1016/j.prro.2024.06.011,"Erratum to: Shaitelman SF, Anderson BM, Arthur DW, Bazan JG, Bellon JR, Bradfield L, Coles CE, Gerber NK, Kathpal M, Kim L, Laronga C, Meattini I, Nichols EM, Pierce LJ, Poppe MM, Spears PA, Vinayak S, Whelan T, Lyons JA. Partial Breast Irradiation for Patients With Early-Stage Invasive Breast Cancer or Ductal Carcinoma In Situ: An ASTRO Clinical Practice Guideline (Practical Radiation Oncology (2024) 14(2) (112–132), (S1879850023002965), (10.1016/j.prro.2023.11.001))",,2024,Practical Radiation Oncology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,323,2-s2.0-85206926646,10.1016/j.prro.2024.06.011,"Erratum to: Shaitelman SF, Anderson BM, Arthur DW, Bazan JG, Bellon JR, Bradfield L, Coles CE, Gerber NK, Kathpal M, Kim L, Laronga C, Meattini I, Nichols EM, Pierce LJ, Poppe MM, Spears PA, Vinayak S, Whelan T, Lyons JA. Partial Breast Irradiation for Patients With Early-Stage Invasive Breast Cancer or Ductal Carcinoma In Situ: An ASTRO Clinical Practice Guideline (Practical Radiation Oncology (2024) 14(2) (112–132), (S1879850023002965), (10.1016/j.prro.2023.11.001))",,2024,no_match,0.0,,,,,
2-s2.0-85210571788,10.1002/14651858.MR000011.pub3,Time to publication for results of clinical trials,Showell M.G.,2024,Cochrane Database of Systematic Reviews,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,324,2-s2.0-85210571788,10.1002/14651858.MR000011.pub3,Time to publication for results of clinical trials,Showell M.G.,2024,no_match,0.0,,,,,
2-s2.0-85188626971,10.1186/s12903-024-04125-9,Caries in orphan children: prevalence and determinants—a systematic review and meta-analysis,Gamal-AbdelNaser A.,2024,BMC Oral Health,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,325,2-s2.0-85188626971,10.1186/s12903-024-04125-9,Caries in orphan children: prevalence and determinants—a systematic review and meta-analysis,Gamal-AbdelNaser A.,2024,no_match,0.0,,,,,
2-s2.0-85210100979,10.1002/cl2.70006,Guidance for engagement in health guideline development: A scoping review,Petkovic J.,2024,Campbell Systematic Reviews,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,326,2-s2.0-85210100979,10.1002/cl2.70006,Guidance for engagement in health guideline development: A scoping review,Petkovic J.,2024,no_match,0.0,,,,,
2-s2.0-85212457425,10.1128/cmr.00087-24,American Society for Microbiology evidence-based laboratory medicine practice guidelines to reduce blood culture contamination rates: a systematic review and meta-analysis,Sautter R.L.,2024,Clinical Microbiology Reviews,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,327,2-s2.0-85212457425,10.1128/cmr.00087-24,American Society for Microbiology evidence-based laboratory medicine practice guidelines to reduce blood culture contamination rates: a systematic review and meta-analysis,Sautter R.L.,2024,no_match,0.0,,,,,
2-s2.0-85203401591,10.1186/s12877-024-05321-6,Approximately half of the nursing students confirmed their willingness to participate in caring for older people: a systematic review and meta-analysis,Wang Y.,2024,BMC Geriatrics,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,328,2-s2.0-85203401591,10.1186/s12877-024-05321-6,Approximately half of the nursing students confirmed their willingness to participate in caring for older people: a systematic review and meta-analysis,Wang Y.,2024,no_match,0.0,,,,,
2-s2.0-85193450122,10.1016/j.cpcardiol.2024.102638,Hypertrophic cardiomyopathy in pregnancy: Nationwide analysis of patients characteristics and outcomes,Alameh A.,2024,Current Problems in Cardiology,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,329,2-s2.0-85193450122,10.1016/j.cpcardiol.2024.102638,Hypertrophic cardiomyopathy in pregnancy: Nationwide analysis of patients characteristics and outcomes,Alameh A.,2024,no_match,0.0,,,,,
2-s2.0-85184932929,10.12114/j.issn.1007-9572.2023.0688,Prevalence and Influencing Factors of Osteoporosis in Postmenopausal Women：a Meta-analysis,He H.,2024,Chinese General Practice,0,,Broad: Agency mentions,"TITLE-ABS-KEY(""Agency for Healthcare Research and Quality"")",6.0,False,330,2-s2.0-85184932929,10.12114/j.issn.1007-9572.2023.0688,Prevalence and Influencing Factors of Osteoporosis in Postmenopausal Women：a Meta-analysis,He H.,2024,no_match,0.0,,,,,
2-s2.0-85202585038,10.3390/children11080923,Hospital and Patient Characteristics Associated with Neonatal Blood Stream Infection in Inpatient Care: Insights from the 2019 HCUP KID Database,Samawi M.,2024,Children,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,331,2-s2.0-85202585038,10.3390/children11080923,Hospital and Patient Characteristics Associated with Neonatal Blood Stream Infection in Inpatient Care: Insights from the 2019 HCUP KID Database,Samawi M.,2024,no_match,0.0,,,,,
2-s2.0-85206809024,,PREVALENCE OF DEPRESSION AMONG UNIVERSITY STUDENTS IN CHINA: A PROTOCOL FOR A SYSTEMATIC REVIEW AND META-ANALYSIS,Zhou L.L.,2024,Georgian Medical News,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,332,2-s2.0-85206809024,,PREVALENCE OF DEPRESSION AMONG UNIVERSITY STUDENTS IN CHINA: A PROTOCOL FOR A SYSTEMATIC REVIEW AND META-ANALYSIS,Zhou L.L.,2024,no_match,0.0,,,,,
2-s2.0-85201054713,10.1371/journal.pone.0306175,The relationships between obesity and epilepsy: A systematic review with meta-analysis,Li Y.X.,2024,Plos One,3,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,333,2-s2.0-85201054713,10.1371/journal.pone.0306175,The relationships between obesity and epilepsy: A systematic review with meta-analysis,Li Y.X.,2024,no_match,0.0,,,,,
2-s2.0-85191167806,10.1111/apa.17249,Incidence and risk factors of neonatal hypothermia: A systematic review and meta-analysis,Ruan J.,2024,Acta Paediatrica International Journal of Paediatrics,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),6.0,False,334,2-s2.0-85191167806,10.1111/apa.17249,Incidence and risk factors of neonatal hypothermia: A systematic review and meta-analysis,Ruan J.,2024,no_match,0.0,,,,,
2-s2.0-85179916352,10.12669/pjms.40.2(ICON).8970,Burnout and patient safety culture assessment in a secondary care hospital,Ziarukh S.,2023,Pakistan Journal of Medical Sciences,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,336,2-s2.0-85179916352,10.12669/pjms.40.2(ICON).8970,Burnout and patient safety culture assessment in a secondary care hospital,Ziarukh S.,2023,no_match,0.0,,,,,
2-s2.0-85181033335,10.1159/000528461,The Effect of Prostaglandin Analogs on Central Corneal Thickness of Patients with Glaucoma or Ocular Hypertension: A Systematic Review,Lu Y.,2023,Ophthalmic Research,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,337,2-s2.0-85181033335,10.1159/000528461,The Effect of Prostaglandin Analogs on Central Corneal Thickness of Patients with Glaucoma or Ocular Hypertension: A Systematic Review,Lu Y.,2023,no_match,0.0,,,,,
2-s2.0-85177798339,10.1111/1475-6773.14202,Eliminating health care inequities through strengthening access to care,Jindal M.,2023,Health Services Research,20,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,338,2-s2.0-85177798339,10.1111/1475-6773.14202,Eliminating health care inequities through strengthening access to care,Jindal M.,2023,no_match,0.0,,,,,
2-s2.0-85177737403,10.1111/1475-6773.14244,Advancing health equity through social care interventions,Peek M.E.,2023,Health Services Research,10,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,339,2-s2.0-85177737403,10.1111/1475-6773.14244,Advancing health equity through social care interventions,Peek M.E.,2023,no_match,0.0,,,,,
2-s2.0-85136531566,10.1177/09720634221114548,"Psychometric Properties of the Hospital Survey of Patient Safety Culture in Type A Hospitals in Kingston and St. Andrew, Jamaica",Thompson C.,2023,Journal of Health Management,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,340,2-s2.0-85136531566,10.1177/09720634221114548,"Psychometric Properties of the Hospital Survey of Patient Safety Culture in Type A Hospitals in Kingston and St. Andrew, Jamaica",Thompson C.,2023,no_match,0.0,,,,,
2-s2.0-85177763425,10.1111/1475-6773.14219,The role of payment and financing in achieving health equity,Eschliman B.H.,2023,Health Services Research,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,341,2-s2.0-85177763425,10.1111/1475-6773.14219,The role of payment and financing in achieving health equity,Eschliman B.H.,2023,no_match,0.0,,,,,
2-s2.0-85159959043,10.1186/s42506-023-00136-6,Patient safety culture among community pharmacists in Cairo,Al-Tehewy M.,2023,Journal of the Egyptian Public Health Association,1,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,343,2-s2.0-85159959043,10.1186/s42506-023-00136-6,Patient safety culture among community pharmacists in Cairo,Al-Tehewy M.,2023,no_match,0.0,,,,,
2-s2.0-85171170453,10.1017/ash.2023.418,Analysis of seasonal variation of antibiotic prescribing for respiratory tract diagnoses in primary care practices,Serletti L.,2023,Antimicrobial Stewardship and Healthcare Epidemiology,3,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",5.0,False,344,2-s2.0-85171170453,10.1017/ash.2023.418,Analysis of seasonal variation of antibiotic prescribing for respiratory tract diagnoses in primary care practices,Serletti L.,2023,no_match,0.0,,,,,
2-s2.0-85171808645,10.1001/jamanetworkopen.2023.33505,Sources of Low-Value Care Received by Medicare Beneficiaries and Associated Spending Within US Health Systems,Chant E.D.,2023,JAMA Network Open,3,,Author: Ganguli,"AUTHOR-NAME(""Ganguli I*"") AND TITLE-ABS-KEY(""health system*"")",5.0,False,345,2-s2.0-85171808645,10.1001/jamanetworkopen.2023.33505,Sources of Low-Value Care Received by Medicare Beneficiaries and Associated Spending Within US Health Systems,Chant E.D.,2023,no_match,0.0,,,,,
2-s2.0-85165723664,10.1016/j.ajem.2023.07.014,"Frequency, compliance, and yield of cardiac testing after high-sensitivity troponin accelerated diagnostic protocol implementation",Baugh C.W.,2023,American Journal of Emergency Medicine,2,,Author: Ganguli,"AUTHOR-NAME(""Ganguli I*"") AND TITLE-ABS-KEY(""health system*"")",5.0,False,346,2-s2.0-85165723664,10.1016/j.ajem.2023.07.014,"Frequency, compliance, and yield of cardiac testing after high-sensitivity troponin accelerated diagnostic protocol implementation",Baugh C.W.,2023,no_match,0.0,,,,,
2-s2.0-85179751582,10.1186/s12913-023-10423-9,Improving hospital quality risk-adjustment models using interactions identified by hierarchical group lasso regularisation,Ray M.,2023,BMC Health Services Research,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,347,2-s2.0-85179751582,10.1186/s12913-023-10423-9,Improving hospital quality risk-adjustment models using interactions identified by hierarchical group lasso regularisation,Ray M.,2023,no_match,0.0,,,,,
2-s2.0-85159872750,10.1111/1475-6773.14175,Advancing healthcare equity through dissemination and implementation science,Baumann A.A.,2023,Health Services Research,45,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,348,2-s2.0-85159872750,10.1111/1475-6773.14175,Advancing healthcare equity through dissemination and implementation science,Baumann A.A.,2023,no_match,0.0,,,,,
2-s2.0-85157977512,10.1186/s12882-023-03160-y,Incidence of thromboembolism in children with primary nephrotic syndrome: a systematic review and metaanalysis,Wang Z.,2023,BMC Nephrology,2,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,349,2-s2.0-85157977512,10.1186/s12882-023-03160-y,Incidence of thromboembolism in children with primary nephrotic syndrome: a systematic review and metaanalysis,Wang Z.,2023,no_match,0.0,,,,,
2-s2.0-85175611566,10.15288/jsad.22-00335,Cannabis Use for Medical Reasons Among Patients in a Large California Health Care System After Legalization of Nonmedical Use,Karmali R.N.,2023,Journal of Studies on Alcohol and Drugs,0,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",5.0,False,351,2-s2.0-85175611566,10.15288/jsad.22-00335,Cannabis Use for Medical Reasons Among Patients in a Large California Health Care System After Legalization of Nonmedical Use,Karmali R.N.,2023,no_match,0.0,,,,,
2-s2.0-85174295315,10.1002/jhm.13221,Advancing health information during interhospital transfer: An interrupted time series,Mueller S.K.,2023,Journal of Hospital Medicine,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,352,2-s2.0-85174295315,10.1002/jhm.13221,Advancing health information during interhospital transfer: An interrupted time series,Mueller S.K.,2023,no_match,0.0,,,,,
2-s2.0-85180202374,10.1186/s12903-023-03783-5,Prevalence of oral mucosal lesions in patients with systemic Lupus Erythematosus: a systematic review and meta-analysis,Du F.,2023,BMC Oral Health,8,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,353,2-s2.0-85180202374,10.1186/s12903-023-03783-5,Prevalence of oral mucosal lesions in patients with systemic Lupus Erythematosus: a systematic review and meta-analysis,Du F.,2023,no_match,0.0,,,,,
2-s2.0-85150979018,10.1007/s00384-023-04372-2,Do colorectal cancer patients with a postoperative stoma have sexual problems? A pooling up analysis of 2566 patients,Liu X.R.,2023,International Journal of Colorectal Disease,4,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,354,2-s2.0-85150979018,10.1007/s00384-023-04372-2,Do colorectal cancer patients with a postoperative stoma have sexual problems? A pooling up analysis of 2566 patients,Liu X.R.,2023,no_match,0.0,,,,,
2-s2.0-85168916182,10.1186/s13018-023-04089-6,Evidence on risk factors for knee osteoarthritis in middle-older aged: a systematic review and meta analysis,Dong Y.,2023,Journal of Orthopaedic Surgery and Research,31,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,355,2-s2.0-85168916182,10.1186/s13018-023-04089-6,Evidence on risk factors for knee osteoarthritis in middle-older aged: a systematic review and meta analysis,Dong Y.,2023,no_match,0.0,,,,,
2-s2.0-85176472147,10.1177/27325016231191235,Cleft Lip and Palate Care: A Healthcare Cost and Utilization Project Analysis,Khoo K.H.,2023,Face,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,356,2-s2.0-85176472147,10.1177/27325016231191235,Cleft Lip and Palate Care: A Healthcare Cost and Utilization Project Analysis,Khoo K.H.,2023,no_match,0.0,,,,,
2-s2.0-85161958957,10.1186/s12877-023-04085-9,Prevalence and risk factors of osteosarcopenia: a systematic review and meta-analysis,Huang T.,2023,BMC Geriatrics,34,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,357,2-s2.0-85161958957,10.1186/s12877-023-04085-9,Prevalence and risk factors of osteosarcopenia: a systematic review and meta-analysis,Huang T.,2023,no_match,0.0,,,,,
2-s2.0-85182500854,10.23736/S1973-9087.23.07970-4,Prevalence and risks factors of caregiving-related low back pain among caregivers of stroke survivors: a systematic review and meta-analysis,Abdullahi A.,2023,European Journal of Physical and Rehabilitation Medicine,0,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,358,2-s2.0-85182500854,10.23736/S1973-9087.23.07970-4,Prevalence and risks factors of caregiving-related low back pain among caregivers of stroke survivors: a systematic review and meta-analysis,Abdullahi A.,2023,no_match,0.0,,,,,
2-s2.0-85179640093,10.1136/bmjopen-2023-074216,Impact of smoking cessation on non-alcoholic fatty liver disease prevalence: a systematic review and meta-analysis,Zhang S.,2023,BMJ Open,5,,Broad: AHRQ mentions,TITLE-ABS-KEY(AHRQ),5.0,False,359,2-s2.0-85179640093,10.1136/bmjopen-2023-074216,Impact of smoking cessation on non-alcoholic fatty liver disease prevalence: a systematic review and meta-analysis,Zhang S.,2023,no_match,0.0,,,,,
2-s2.0-85134999583,10.1093/jamiaopen/ooac030,Development and implementation of a prescription opioid registry across diverse health systems,Ray G.T.,2022,JAMIA Open,4,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,360,2-s2.0-85134999583,10.1093/jamiaopen/ooac030,Development and implementation of a prescription opioid registry across diverse health systems,Ray G.T.,2022,no_match,0.0,,,,,
2-s2.0-85125058490,10.1111/1475-6773.13936,Effects of a nursing home telehealth program on spending and utilization for Medicare residents,Li S.,2022,Health Services Research,13,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,361,2-s2.0-85125058490,10.1111/1475-6773.13936,Effects of a nursing home telehealth program on spending and utilization for Medicare residents,Li S.,2022,no_match,0.0,,,,,
2-s2.0-85123632988,10.1007/s11606-022-07404-9,Practice Billing for Medicare Advance Care Planning Across the USA,Luth E.A.,2022,Journal of General Internal Medicine,12,,Author: Ganguli,"AUTHOR-NAME(""Ganguli I*"") AND TITLE-ABS-KEY(""health system*"")",4.0,False,362,2-s2.0-85123632988,10.1007/s11606-022-07404-9,Practice Billing for Medicare Advance Care Planning Across the USA,Luth E.A.,2022,no_match,0.0,,,,,
2-s2.0-85100225424,10.37765/AJMC.2021.88573,Differences in the use of telephone and video telemedicine visits during the COVID-19 pandemic,Rodriguez J.A.,2021,American Journal of Managed Care,299,,Author: Ganguli,"AUTHOR-NAME(""Ganguli I*"") AND TITLE-ABS-KEY(""health system*"")",4.0,False,363,2-s2.0-85100225424,10.37765/AJMC.2021.88573,Differences in the use of telephone and video telemedicine visits during the COVID-19 pandemic,Rodriguez J.A.,2021,no_match,0.0,,,,,
2-s2.0-85115745935,10.3122/jabfm.2021.05.210051,"One-third of family physicians remain in independently owned practice, 2017-2019",Rittenhouse D.R.,2021,Journal of the American Board of Family Medicine,1,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,364,2-s2.0-85115745935,10.3122/jabfm.2021.05.210051,"One-third of family physicians remain in independently owned practice, 2017-2019",Rittenhouse D.R.,2021,no_match,0.0,,,,,
2-s2.0-85112502641,10.1176/appi.ps.202000768,Improving Physical Health Among People With Serious Mental Illness: The Role of the Specialty Mental Health Sector,McGinty E.E.,2021,Psychiatric Services,26,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,365,2-s2.0-85112502641,10.1176/appi.ps.202000768,Improving Physical Health Among People With Serious Mental Illness: The Role of the Specialty Mental Health Sector,McGinty E.E.,2021,no_match,0.0,,,,,
2-s2.0-85119611006,10.1016/j.cct.2021.106620,MIRROR-TCM: Multisite Replication of a Randomized Controlled Trial - Transitional Care Model,Naylor M.D.,2022,Contemporary Clinical Trials,12,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,366,2-s2.0-85119611006,10.1016/j.cct.2021.106620,MIRROR-TCM: Multisite Replication of a Randomized Controlled Trial - Transitional Care Model,Naylor M.D.,2022,no_match,0.0,,,,,
2-s2.0-85127396102,10.1542/peds.2020-049437D,The Autism Intervention Research Network on Physical Health (AIR-P) Research Agenda,Kuo A.A.,2022,Pediatrics,8,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,367,2-s2.0-85127396102,10.1542/peds.2020-049437D,The Autism Intervention Research Network on Physical Health (AIR-P) Research Agenda,Kuo A.A.,2022,no_match,0.0,,,,,
2-s2.0-85136901151,10.2196/33260,Evaluation of a Text Message–Based COVID-19 Vaccine Outreach Program among Older Patients: Cross-sectional Study,Ahmed N.,2022,Jmir Formative Research,8,,Institution: Mathematica,"AFFIL(Mathematica) AND TITLE-ABS-KEY(""health system*"")",4.0,False,368,2-s2.0-85136901151,10.2196/33260,Evaluation of a Text Message–Based COVID-19 Vaccine Outreach Program among Older Patients: Cross-sectional Study,Ahmed N.,2022,no_match,0.0,,,,,
